#
# TOTAL DE REGISTROS POR TABELA - VDB FINANCEIRO
# Gerado em: 2025-07-30 (até 20250729)
#

WF_LANCAMENTO_EP01                           = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WF_LANCAMENTO_EP02                           = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WF_LANCAMENTO_EP03                           = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WF_LANCAMENTO_EP04                           = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WF_LANCAMENTO_EP20                           = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WF_LANCAMENTO_ES01                           = 22.780.746
WF_LANCAMENTO_VDP                            = 15.303.463
WF_PAGAMENTO                                 = 118.775.615
WF_PAGAMENTO_NOVO                            = 0
WF_PENSIONISTA_SIAPE_CUSTO                   = 309.683.513
WF_PENSIONISTA_SIAPE_CUSTO_01                = 64.898.178
WF_SERVIDOR_SIAPE_CUSTO                      = ERRO (TEIID30504 Remote org.teiid.core.TeiidProcessingException: TEIID30504 DWTG_Colunar: S0002 Unexpected exception while translating results: Arithmetic overflow error converting expression to data type int.)
WF_SERVIDOR_SIAPE_CUSTO_01                   = 291.985.588
WT_TESTE                                     = 85.906.920
WT_WD_COMPROMISSO                            = 0
WT_WD_COMPROMISSO_DOCUMENTO                  = 19.656
WT_WD_DOCUMENTO_DOC_HABIL                    = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WT_WD_DOCUMENTO_DOC_HABIL_SQL                = 0
WT_WD_DOCUMENTO_SQL                          = 136.071
WT_WD_DOC_HABIL_RELACIONADO                  = 0
WT_WD_DOC_HABIL_RELACIONADO_REGISTRO_EXCECAO = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WT_WD_DOC_NE_ITEM_APAGA_DUPLICADO            = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WT_WD_DOC_NE_ITEM_APAGA_DUPLICADO_MENOS9     = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WT_WD_DOC_NE_ITEM_REGRA                      = 18.308
WT_WD_DOC_NS_DOC_HABIL                       = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WT_WD_DOC_NS_DOC_HABIL_REGISTRO_EXCECAO      = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WT_WD_DOC_NS_DOC_HABIL_SQL                   = 187.306
WT_WD_DOC_ORIGEM                             = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WT_WD_ITEM_DOC_HABIL                         = 63.841
WT_WD_LISTA_BANCO_OB_REGRA                   = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WT_WD_LISTA_BANCO_OB_SQL                     = 14.824.314
WT_WD_LISTA_CREDOR_OB_REGRA                  = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WT_WD_LISTA_CREDOR_OB_SQL                    = 24.846.013
WT_WD_LISTA_FATURA_OB_REGRA                  = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WT_WD_LISTA_FATURA_OB_SQL                    = 14.583.909
WT_WD_LISTA_PRECATORIO_OB_REGRA              = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WT_WD_LISTA_PRECATORIO_OB_SQL                = 12.056.094
WT_WF_COMPROMISSO_FAVORECIDO_REGRA           = 0
WT_WF_COMPROMISSO_REALIZADO_REGRA            = ERRO (Remote org.teiid.api.exception.query.QueryResolverException: TEIID31118 Element "DT_CARGA_C" is not defined by any relevant group.)
WT_WF_LANCAMENTO_SQL                         = 1.839.901
wd_indi_GESTAO_emitente_evento               = 9
wd_indi_ug_emitente_evento                   = 17
